date,sales_value
2020-02-19 02:00:00,505.89000000000016
2020-02-19 03:00:00,534.3199999999999
2020-02-19 04:00:00,368.67000000000013
2020-02-19 05:00:00,922.0499999999987
2020-02-19 06:00:00,1629.2400000000002
2020-02-19 07:00:00,2497.789999999998
2020-02-19 08:00:00,1799.49
2020-02-19 09:00:00,2168.0799999999977
2020-02-19 10:00:00,2506.2899999999972
2020-02-19 11:00:00,3344.8099999999954
2020-02-19 12:00:00,2735.949999999999
2020-02-19 13:00:00,3195.5299999999997
2020-02-19 14:00:00,3359.3599999999956
2020-02-19 15:00:00,2742.4499999999985
2020-02-19 16:00:00,1968.2699999999977
2020-02-19 17:00:00,1836.5300000000004
2020-02-19 18:00:00,1801.5400000000016
2020-02-19 19:00:00,2045.23
2020-02-19 20:00:00,2353.8399999999974
2020-02-19 21:00:00,1593.16
2020-02-19 22:00:00,1096.7700000000007
2020-02-19 23:00:00,779.2799999999999
2020-02-20 00:00:00,658.5300000000004
2020-02-20 01:00:00,180.52999999999997
2020-02-20 02:00:00,928.0200000000008
2020-02-20 03:00:00,492.9899999999999
2020-02-20 04:00:00,767.98
2020-02-20 05:00:00,2112.420000000001
2020-02-20 06:00:00,1306.3099999999995
2020-02-20 07:00:00,2655.349999999998
2020-02-20 08:00:00,2539.069999999996
2020-02-20 09:00:00,1368.0399999999995
2020-02-20 10:00:00,1978.6100000000006
2020-02-20 11:00:00,4042.3199999999983
2020-02-20 12:00:00,2119.619999999999
2020-02-20 13:00:00,3566.8200000000024
2020-02-20 14:00:00,2130.0899999999997
2020-02-20 15:00:00,2959.5199999999977
2020-02-20 16:00:00,1862.1100000000022
2020-02-20 17:00:00,1922.2799999999988
2020-02-20 18:00:00,1960.160000000001
2020-02-20 19:00:00,2990.809999999999
2020-02-20 20:00:00,1800.039999999999
2020-02-20 21:00:00,1416.8100000000006
2020-02-20 22:00:00,1191.34
2020-02-20 23:00:00,660.1900000000005
2020-02-21 00:00:00,210.52999999999997
2020-02-21 01:00:00,294.96999999999997
2020-02-21 02:00:00,291.56
2020-02-21 03:00:00,213.68000000000004
2020-02-21 04:00:00,839.9799999999992
2020-02-21 05:00:00,1768.8800000000008
2020-02-21 06:00:00,1405.2100000000007
2020-02-21 07:00:00,1351.85
2020-02-21 08:00:00,2141.2400000000025
2020-02-21 09:00:00,1859.9699999999987
2020-02-21 10:00:00,2890.969999999995
2020-02-21 11:00:00,1819.499999999999
2020-02-21 12:00:00,2622.5299999999997
2020-02-21 13:00:00,3069.1799999999967
2020-02-21 14:00:00,2597.88
2020-02-21 15:00:00,2094.9500000000003
2020-02-21 16:00:00,2385.049999999999
2020-02-21 17:00:00,2420.890000000001
2020-02-21 18:00:00,2143.29
2020-02-21 19:00:00,1723.4799999999982
2020-02-21 20:00:00,2116.6299999999997
2020-02-21 21:00:00,1307.4200000000003
2020-02-21 22:00:00,739.1499999999995
2020-02-21 23:00:00,420.41999999999985
2020-02-22 00:00:00,479.8999999999998
2020-02-22 01:00:00,236.63999999999993
2020-02-22 02:00:00,604.5000000000001
2020-02-22 03:00:00,486.08000000000004
2020-02-22 04:00:00,365.92999999999995
2020-02-22 05:00:00,403.5400000000002
2020-02-22 06:00:00,1390.850000000001
2020-02-22 07:00:00,1463.620000000001
2020-02-22 08:00:00,1658.8899999999994
2020-02-22 09:00:00,1666.8400000000022
2020-02-22 10:00:00,2195.6399999999985
2020-02-22 11:00:00,1441.7300000000018
2020-02-22 12:00:00,1780.2400000000002
2020-02-22 13:00:00,2206.900000000001
2020-02-22 14:00:00,1928.2899999999988
2020-02-22 15:00:00,1873.5700000000008
2020-02-22 16:00:00,1766.6999999999987
2020-02-22 17:00:00,1352.1500000000012
2020-02-22 18:00:00,1488.589999999998
2020-02-22 19:00:00,1558.1399999999974
2020-02-22 20:00:00,1783.2799999999993
2020-02-22 21:00:00,1161.900000000001
2020-02-22 22:00:00,1293.9799999999993
2020-02-22 23:00:00,697.8700000000001
2020-02-23 00:00:00,244.58999999999992
2020-02-23 01:00:00,569.5100000000001
2020-02-23 02:00:00,137.97000000000006
2020-02-23 03:00:00,266.5400000000001
2020-02-23 04:00:00,473.99999999999994
2020-02-23 05:00:00,832.2399999999992
2020-02-23 06:00:00,746.3199999999999
2020-02-23 07:00:00,1270.8200000000013
2020-02-23 08:00:00,2102.7700000000023
2020-02-23 09:00:00,1616.2700000000007
2020-02-23 10:00:00,2274.99
2020-02-23 11:00:00,1672.8600000000006
2020-02-23 12:00:00,1530.2099999999987
2020-02-23 13:00:00,2156.529999999997
2020-02-23 14:00:00,1671.66
2020-02-23 15:00:00,1936.7699999999995
2020-02-23 16:00:00,1538.6299999999983
2020-02-23 17:00:00,1978.6300000000008
2020-02-23 18:00:00,1583.9100000000012
2020-02-23 19:00:00,1924.1699999999996
2020-02-23 20:00:00,3399.9699999999984
2020-02-23 21:00:00,1767.7099999999982
2020-02-23 22:00:00,835.8500000000005
2020-02-23 23:00:00,850.0999999999999
2020-02-24 00:00:00,187.63
2020-02-24 01:00:00,98.83000000000003
2020-02-24 02:00:00,248.06999999999994
